idx	impl	1H_DSSD_E	1H_Veto_E	2H_DSSD_E	2H_Veto_E	3H_DSSD_E	3H_Veto_E	3He_DSSD_E	3He_Veto_E	4He_DSSD_E	4He_Veto_E
970	97000000	402420	514730	788100	746990	890490	982110	3662930	4126170	5299580	5141550
971	97100000	305140	343720	709910	661030	987850	908480	3842530	3923320	5001250	5091790
972	97200000	473900	278900	799740	725560	878530	994210	3714010	3828270	4869710	5181990
973	97300000	261710	392310	642480	582500	916080	913190	4094370	3927650	4704440	5368690
974	97400000	542930	515750	797900	646780	937810	1036730	3946030	3973660	4883290	4938840
975	97500000	318800	399700	645560	806970	1000340	921810	3994280	3997530	5002860	4881300
976	97600000	355060	505600	629300	589560	893450	956860	3726640	4328000	4944770	4892820
977	97700000	474080	397220	787370	855430	819990	856280	3725170	4085910	4739930	4939060
978	97800000	459320	503140	655070	751520	812600	990020	3782080	3856300	4941210	5054480
979	97900000	463910	555260	811950	748380	968650	981860	3650810	4169350	5131820	5274630
980	98000000	265330	469030	933650	675170	961260	950840	3856520	3777190	4930070	5327580
981	98100000	488100	412500	787020	783860	1012700	910440	3738250	4233780	4947450	5419560
982	98200000	510700	313830	710810	767670	961040	851260	3974970	3612860	5035980	5151270
983	98300000	348360	379610	743990	626170	799350	1056330	3706770	3995470	4865960	5042440
984	98400000	415100	369740	764180	738710	941030	955740	3955620	3731300	5039210	5133440
985	98500000	358600	430420	626930	790540	872000	841860	3846660	3862560	4898230	5183250
986	98600000	484590	457050	811120	673470	928810	919110	3933380	3816090	4635610	5198150
987	98700000	396190	499240	712940	942130	877570	1010390	4105510	4108360	4759550	4863240
988	98800000	452360	345720	803790	784970	938010	954440	3798880	4139730	4850930	4992200
989	98900000	422310	249860	803560	750390	1049640	884940	3831910	4081880	5036650	5276380
990	99000000	492480	444830	689230	741560	901670	1106970	3839970	4225290	4995630	5216300
991	99100000	479550	398200	668660	762150	878400	980000	3880480	3823570	4922530	5056070
992	99200000	430690	421290	569140	709810	954980	898320	3866110	3944110	4703690	4814610
993	99300000	362570	483670	648180	596120	999010	942710	3941600	3714840	4945220	5087330
994	99400000	399400	428550	694080	825420	946570	899990	3869070	3988910	4913750	4893670
995	99500000	320350	454730	737920	637390	939760	1085040	4001280	3991340	4751000	4947220
996	99600000	415200	453630	725460	761310	988590	1044360	3466790	3923110	4937510	4984510
997	99700000	537300	417780	632520	810000	1053850	962480	4012940	4049230	5007510	5004760
998	99800000	344430	368290	690880	813680	837170	863950	3911870	3978450	5002580	4932270
999	99900000	465130	441040	624620	789860	944680	876910	3752510	3828200	4735720	4927710
1000	100000000	468430	323690	704570	750870	1036900	1118060	3854690	3830190	4828330	5223350
											
